#  L    TT    EE     BB    EB
1547    5.37645E+02    1.75378E+01    7.24071E-02    5.15413E+00
1548    5.47425E+02    1.65227E+01    7.36618E-02    2.81184E+00
1549    5.04131E+02    1.74693E+01    7.26918E-02    8.42862E+00
1550    5.27856E+02    1.77503E+01    7.49787E-02    4.52890E+00
1551    5.35997E+02    1.66603E+01    7.45061E-02    6.36298E+00
1552    5.12951E+02    1.76011E+01    7.51461E-02    5.81402E+00
1553    5.16162E+02    1.72718E+01    6.96495E-02    4.77119E+00
1554    5.18959E+02    1.74582E+01    7.07671E-02    6.60686E+00
1555    5.16989E+02    1.73782E+01    7.23711E-02    3.21580E+00
1556    5.21999E+02    1.85559E+01    6.84411E-02    7.23469E+00
1557    5.11806E+02    1.75775E+01    7.40568E-02    7.38133E+00
1558    5.02623E+02    1.91983E+01    7.14603E-02    4.32408E+00
1559    5.06902E+02    1.85765E+01    6.86030E-02    4.89205E+00
1560    4.78528E+02    1.76514E+01    7.26135E-02    8.68049E-01
1561    4.80125E+02    1.89680E+01    7.45839E-02    4.32836E+00
1562    5.02868E+02    1.83028E+01    7.18433E-02    2.22496E+00
1563    4.81666E+02    1.86610E+01    6.82045E-02    6.78028E+00
1564    5.03517E+02    1.87970E+01    7.14947E-02    3.94279E+00
1565    4.78615E+02    1.96658E+01    7.25195E-02    2.01294E-01
1566    4.61290E+02    1.85766E+01    6.91486E-02    4.46474E+00
1567    4.81382E+02    1.88841E+01    6.87909E-02    9.04986E-01
1568    4.66785E+02    1.85875E+01    6.90719E-02    2.33290E+00
1569    4.81192E+02    1.86204E+01    7.43049E-02    -1.49455E+00
1570    5.07551E+02    1.95412E+01    7.10362E-02    4.01458E+00
1571    4.68296E+02    1.87180E+01    6.72315E-02    4.82861E+00
1572    4.85550E+02    1.93827E+01    7.02880E-02    9.72252E-01
1573    4.96391E+02    1.95414E+01    7.08333E-02    1.14676E+00
1574    4.79683E+02    2.05807E+01    7.03477E-02    1.91591E+00
1575    4.87524E+02    1.95492E+01    6.85267E-02    2.65710E+00
1576    4.62526E+02    1.92580E+01    6.92925E-02    -3.54586E-01
1577    4.64251E+02    1.97976E+01    6.81505E-02    2.64904E+00
1578    4.49674E+02    1.96917E+01    7.01140E-02    8.70441E-01
1579    4.49390E+02    2.02334E+01    6.97182E-02    -2.65668E+00
1580    4.70921E+02    1.98377E+01    7.00467E-02    -2.43910E+00
1581    4.59157E+02    2.01859E+01    6.86892E-02    3.19773E-01
1582    4.64109E+02    2.02011E+01    6.92077E-02    -2.65639E+00
1583    4.49316E+02    1.98350E+01    6.85882E-02    -2.49735E+00
1584    4.56687E+02    2.09355E+01    7.07469E-02    -2.08639E+00
1585    4.48150E+02    1.97506E+01    6.85987E-02    -4.29106E+00
1586    4.58474E+02    2.02415E+01    6.91511E-02    -6.11641E+00
1587    4.40938E+02    1.95146E+01    6.99694E-02    -2.91106E+00
1588    4.43087E+02    2.03978E+01    6.82667E-02    -2.65395E-01
1589    4.51740E+02    2.06297E+01    6.88777E-02    -6.66833E+00
1590    4.38040E+02    2.07676E+01    6.95110E-02    -6.89280E+00
1591    4.38935E+02    2.03420E+01    6.77379E-02    -3.78721E+00
1592    4.29970E+02    2.02098E+01    6.56730E-02    -5.89436E+00
1593    4.46071E+02    2.06749E+01    6.87430E-02    -7.49000E+00
1594    4.26717E+02    2.05678E+01    6.73371E-02    -5.71601E+00
1595    4.29833E+02    2.09226E+01    6.61243E-02    -8.93899E+00
1596    4.22126E+02    2.04077E+01    6.67665E-02    -7.15925E+00
1597    4.36659E+02    2.03187E+01    6.84614E-02    -4.06809E+00
1598    4.10202E+02    2.06641E+01    6.92404E-02    -6.65564E+00
1599    3.98893E+02    2.01747E+01    6.50530E-02    -8.62467E+00
1600    4.26990E+02    2.02416E+01    6.98462E-02    -7.45155E+00
1601    4.16004E+02    2.01446E+01    6.49276E-02    -5.23835E+00
1602    4.04533E+02    2.09300E+01    6.74969E-02    -8.79924E+00
1603    4.14799E+02    2.14232E+01    6.72504E-02    -9.71457E+00
1604    4.18366E+02    2.06379E+01    6.78694E-02    -8.82512E+00
1605    4.08658E+02    2.07207E+01    6.95486E-02    -7.57560E+00
1606    4.23490E+02    2.07041E+01    6.83712E-02    -1.10621E+01
1607    4.30355E+02    1.98945E+01    6.78668E-02    -1.00944E+01
1608    4.05595E+02    2.05297E+01    6.53191E-02    -1.28170E+01
1609    4.09934E+02    2.13428E+01    6.54050E-02    -1.10035E+01
1610    4.18290E+02    2.08683E+01    6.83131E-02    -1.37173E+01
1611    4.05189E+02    2.12648E+01    6.98769E-02    -1.14082E+01
1612    4.10405E+02    2.11118E+01    6.83229E-02    -1.41593E+01
1613    4.29361E+02    2.09156E+01    6.70015E-02    -1.32385E+01
1614    4.02330E+02    2.05043E+01    6.84872E-02    -1.15787E+01
1615    3.96947E+02    2.09460E+01    6.39227E-02    -1.66972E+01
1616    4.15940E+02    2.03480E+01    6.60245E-02    -1.69861E+01
1617    4.10502E+02    2.05547E+01    6.88106E-02    -1.51391E+01
1618    3.89374E+02    2.02352E+01    6.54375E-02    -1.34718E+01
1619    4.03630E+02    2.05197E+01    6.76691E-02    -1.65994E+01
1620    4.03778E+02    2.10307E+01    6.48398E-02    -1.82530E+01
1621    3.85721E+02    2.05365E+01    6.71991E-02    -1.76090E+01
1622    3.86434E+02    2.06878E+01    6.81530E-02    -1.70411E+01
1623    4.06608E+02    2.06085E+01    6.56216E-02    -1.58171E+01
1624    3.96671E+02    2.09479E+01    6.64566E-02    -1.73544E+01
1625    4.05164E+02    2.05600E+01    6.66324E-02    -1.69687E+01
1626    3.88114E+02    2.00787E+01    6.38387E-02    -1.96844E+01
1627    4.04090E+02    2.01363E+01    6.48164E-02    -1.79073E+01
1628    4.06316E+02    2.02061E+01    6.68875E-02    -2.05390E+01
1629    3.66113E+02    2.05579E+01    6.43261E-02    -2.01035E+01
1630    4.06016E+02    1.99454E+01    6.37328E-02    -2.17189E+01
1631    3.99869E+02    1.94013E+01    6.52735E-02    -1.81818E+01
1632    3.74875E+02    1.97390E+01    6.68853E-02    -1.71188E+01
1633    3.90242E+02    2.05646E+01    6.80153E-02    -2.20362E+01
1634    3.85061E+02    1.96570E+01    6.78657E-02    -1.91062E+01
1635    3.69556E+02    1.99472E+01    6.55581E-02    -2.06048E+01
1636    3.96084E+02    2.04601E+01    6.56652E-02    -2.06775E+01
1637    3.91817E+02    1.88417E+01    6.10739E-02    -1.93429E+01
1638    3.86594E+02    2.02113E+01    6.50378E-02    -2.03060E+01
1639    3.85606E+02    1.91172E+01    6.68181E-02    -2.13155E+01
1640    3.91085E+02    1.96371E+01    6.45458E-02    -2.23116E+01
1641    3.87533E+02    2.02945E+01    6.33593E-02    -2.23457E+01
1642    3.93127E+02    1.90608E+01    6.38241E-02    -2.37422E+01
1643    3.78970E+02    1.89105E+01    6.32542E-02    -2.30493E+01
1644    3.81582E+02    1.92500E+01    6.59994E-02    -2.08808E+01
1645    3.87749E+02    1.93467E+01    6.38145E-02    -2.47498E+01
1646    3.81761E+02    1.96134E+01    6.51790E-02    -2.31898E+01
1647    3.84784E+02    1.91209E+01    6.52562E-02    -2.66092E+01
1648    3.85772E+02    1.84772E+01    6.51916E-02    -2.59565E+01
1649    4.00874E+02    1.91457E+01    6.33429E-02    -2.52696E+01
1650    3.84332E+02    1.91050E+01    6.67605E-02    -2.50933E+01
1651    3.81632E+02    1.85626E+01    6.73495E-02    -2.48055E+01
1652    3.84123E+02    1.84699E+01    6.53372E-02    -2.52699E+01
1653    3.95285E+02    1.85953E+01    6.22430E-02    -2.59383E+01
1654    3.88043E+02    1.87459E+01    6.43767E-02    -2.53397E+01
1655    3.85881E+02    1.77985E+01    6.53532E-02    -2.44584E+01
1656    3.91025E+02    1.85079E+01    6.53695E-02    -2.53048E+01
1657    4.02880E+02    1.80382E+01    6.60751E-02    -2.93347E+01
1658    3.73315E+02    1.85930E+01    6.47969E-02    -2.72400E+01
1659    3.96044E+02    1.79147E+01    6.39224E-02    -2.72670E+01
1660    3.69933E+02    1.75338E+01    6.38094E-02    -2.55934E+01
1661    3.82814E+02    1.84874E+01    6.50240E-02    -2.76872E+01
1662    3.95154E+02    1.80963E+01    6.59703E-02    -2.86714E+01
1663    3.91931E+02    1.77426E+01    6.44067E-02    -3.01692E+01
1664    3.84547E+02    1.78445E+01    6.51053E-02    -2.68673E+01
1665    3.83524E+02    1.72915E+01    6.62273E-02    -2.58727E+01
1666    3.71510E+02    1.74055E+01    6.59244E-02    -2.46653E+01
1667    3.98608E+02    1.71239E+01    6.35779E-02    -2.86375E+01
1668    3.98348E+02    1.70793E+01    6.57115E-02    -2.91064E+01
1669    3.79828E+02    1.76773E+01    6.37134E-02    -2.75723E+01
1670    3.86316E+02    1.76705E+01    6.77187E-02    -3.07366E+01
1671    3.78090E+02    1.63621E+01    6.37091E-02    -2.71747E+01
1672    3.94227E+02    1.71173E+01    6.39938E-02    -3.04003E+01
1673    3.82747E+02    1.66845E+01    6.43375E-02    -2.98368E+01
1674    3.99578E+02    1.65949E+01    6.37375E-02    -2.92821E+01
1675    3.89582E+02    1.58993E+01    6.27256E-02    -2.82975E+01
1676    4.00054E+02    1.66516E+01    6.42413E-02    -2.87875E+01
1677    3.80177E+02    1.62902E+01    6.38216E-02    -3.11782E+01
1678    3.74500E+02    1.55466E+01    6.74754E-02    -2.89720E+01
1679    3.86859E+02    1.55796E+01    6.31579E-02    -2.87167E+01
1680    3.92641E+02    1.58099E+01    6.47294E-02    -2.91940E+01
1681    3.87979E+02    1.57452E+01    6.36102E-02    -3.02724E+01
1682    4.02296E+02    1.62856E+01    6.20211E-02    -3.10860E+01
1683    3.80734E+02    1.57720E+01    6.38853E-02    -3.00761E+01
1684    3.84509E+02    1.54630E+01    6.45782E-02    -2.95852E+01
1685    4.12518E+02    1.53363E+01    6.13497E-02    -3.31147E+01
1686    3.98308E+02    1.53144E+01    6.18267E-02    -2.98087E+01
1687    3.97457E+02    1.54590E+01    6.40040E-02    -3.16276E+01
1688    3.89679E+02    1.49913E+01    6.38639E-02    -3.03163E+01
1689    3.83314E+02    1.51513E+01    6.35141E-02    -3.11498E+01
1690    3.86703E+02    1.42696E+01    6.28601E-02    -2.95968E+01
1691    4.01038E+02    1.40199E+01    6.04263E-02    -2.97052E+01
1692    3.90432E+02    1.42578E+01    5.86698E-02    -3.00399E+01
1693    3.94361E+02    1.50685E+01    6.36921E-02    -3.03432E+01
1694    3.82257E+02    1.40366E+01    6.41235E-02    -2.73970E+01
1695    4.00285E+02    1.43437E+01    6.68658E-02    -2.98363E+01
1696    3.78593E+02    1.36308E+01    6.54182E-02    -2.83844E+01
1697    3.86288E+02    1.35702E+01    6.09966E-02    -2.99171E+01
1698    3.97267E+02    1.36580E+01    6.31427E-02    -3.11297E+01
1699    3.95918E+02    1.35117E+01    6.10834E-02    -2.91350E+01
1700    3.90673E+02    1.34171E+01    6.30072E-02    -3.06698E+01
1701    4.08728E+02    1.40564E+01    6.30044E-02    -3.05391E+01
1702    4.01333E+02    1.42427E+01    6.11576E-02    -3.14351E+01
1703    3.74845E+02    1.31935E+01    6.19745E-02    -2.74464E+01
1704    3.99148E+02    1.34496E+01    6.30294E-02    -2.87712E+01
1705    3.79373E+02    1.34566E+01    6.31419E-02    -2.77527E+01
1706    3.91163E+02    1.36496E+01    6.54344E-02    -2.95309E+01
1707    3.98861E+02    1.28109E+01    6.12285E-02    -2.83412E+01
1708    4.06937E+02    1.28884E+01    5.86158E-02    -3.11312E+01
1709    4.05864E+02    1.27340E+01    6.31638E-02    -3.04712E+01
1710    3.83796E+02    1.21601E+01    6.41962E-02    -2.72722E+01
1711    4.16425E+02    1.21755E+01    6.23594E-02    -3.03543E+01
1712    3.88141E+02    1.27235E+01    6.11187E-02    -3.02302E+01
1713    3.90934E+02    1.23748E+01    6.21856E-02    -2.86661E+01
1714    3.86278E+02    1.27385E+01    6.17628E-02    -3.10005E+01
1715    3.93167E+02    1.21038E+01    6.06396E-02    -2.74244E+01
1716    3.97720E+02    1.24800E+01    6.11272E-02    -2.84588E+01
1717    4.11524E+02    1.20994E+01    6.15810E-02    -2.91182E+01
1718    4.04466E+02    1.21783E+01    6.37972E-02    -2.90222E+01
1719    3.95577E+02    1.13262E+01    6.21420E-02    -2.67291E+01
1720    3.87361E+02    1.18036E+01    6.29460E-02    -2.71003E+01
1721    4.12605E+02    1.15185E+01    6.14100E-02    -2.82046E+01
1722    3.96463E+02    1.16531E+01    6.27823E-02    -2.85974E+01
1723    3.98904E+02    1.10953E+01    5.88584E-02    -2.73006E+01
1724    4.04204E+02    1.14621E+01    6.01826E-02    -2.82961E+01
1725    3.94602E+02    1.10818E+01    6.38312E-02    -2.59428E+01
1726    3.99097E+02    1.10704E+01    6.30455E-02    -2.56098E+01
1727    3.88583E+02    1.05754E+01    5.97796E-02    -2.58508E+01
1728    3.76376E+02    1.07201E+01    6.12530E-02    -2.41423E+01
1729    3.85498E+02    1.06699E+01    6.19526E-02    -2.62824E+01
1730    3.99125E+02    1.06995E+01    6.12640E-02    -2.75718E+01
1731    3.96498E+02    1.03559E+01    6.33176E-02    -2.47599E+01
1732    3.85788E+02    1.05271E+01    6.12724E-02    -2.56533E+01
1733    3.96457E+02    1.11630E+01    6.13436E-02    -2.84147E+01
1734    4.07223E+02    1.00618E+01    6.08698E-02    -2.54712E+01
1735    3.83443E+02    1.05169E+01    6.09293E-02    -2.48736E+01
1736    3.90881E+02    1.00106E+01    6.12356E-02    -2.32128E+01
1737    3.87832E+02    9.87399E+00    6.13452E-02    -2.24788E+01
1738    4.01441E+02    1.05487E+01    5.97893E-02    -2.44128E+01
1739    3.94169E+02    9.48643E+00    6.14842E-02    -2.42659E+01
1740    3.87468E+02    9.77113E+00    6.19774E-02    -2.31444E+01
1741    3.97726E+02    9.93838E+00    6.17365E-02    -2.47804E+01
1742    3.94457E+02    9.92237E+00    6.19020E-02    -2.63566E+01
1743    3.77156E+02    9.40051E+00    6.18568E-02    -2.26591E+01
1744    3.99596E+02    9.61911E+00    6.20876E-02    -2.39866E+01
1745    4.01594E+02    9.65779E+00    6.15297E-02    -2.39436E+01
1746    3.76367E+02    9.00412E+00    5.88765E-02    -1.96041E+01
1747    3.96552E+02    9.40184E+00    6.16062E-02    -2.27732E+01
1748    3.76848E+02    8.96571E+00    6.12455E-02    -2.07664E+01
1749    3.97832E+02    9.26350E+00    5.88935E-02    -2.38150E+01
1750    4.08251E+02    9.09315E+00    6.00312E-02    -2.31951E+01
1751    3.84820E+02    8.96913E+00    6.06090E-02    -2.19884E+01
1752    3.86925E+02    9.28106E+00    5.84110E-02    -2.19419E+01
1753    3.84240E+02    8.80145E+00    5.96584E-02    -2.02067E+01
1754    3.82794E+02    8.80564E+00    6.14977E-02    -1.99774E+01
1755    3.85403E+02    9.02629E+00    6.18562E-02    -2.12408E+01
1756    3.73244E+02    8.79132E+00    5.94255E-02    -2.03030E+01
1757    3.72946E+02    8.66061E+00    5.89012E-02    -1.89140E+01
1758    3.85078E+02    8.67869E+00    6.03986E-02    -1.90523E+01
1759    3.93064E+02    8.74870E+00    6.14409E-02    -1.97378E+01
1760    3.94621E+02    8.63524E+00    6.09677E-02    -2.01995E+01
1761    3.75857E+02    8.37541E+00    5.73990E-02    -1.96407E+01
1762    3.88715E+02    8.13453E+00    6.08612E-02    -1.83468E+01
1763    3.84412E+02    8.34172E+00    6.05811E-02    -1.95010E+01
1764    4.04086E+02    8.61831E+00    5.89541E-02    -1.99318E+01
1765    3.81814E+02    8.22448E+00    5.91899E-02    -1.74502E+01
1766    3.85919E+02    8.24203E+00    5.78860E-02    -1.62496E+01
1767    3.73574E+02    8.14784E+00    5.96982E-02    -1.57643E+01
1768    3.71200E+02    8.08606E+00    5.86253E-02    -1.60948E+01
1769    3.82840E+02    8.41363E+00    5.95918E-02    -1.72971E+01
1770    3.90154E+02    7.83167E+00    6.07406E-02    -1.60386E+01
1771    3.53842E+02    8.11696E+00    6.07933E-02    -1.64391E+01
1772    3.77759E+02    8.54252E+00    5.94911E-02    -1.72667E+01
1773    3.83070E+02    8.44526E+00    6.03754E-02    -1.66172E+01
1774    3.83286E+02    8.23165E+00    5.76599E-02    -1.61435E+01
1775    3.71229E+02    7.73306E+00    6.13555E-02    -1.24550E+01
1776    3.67645E+02    7.86979E+00    6.02086E-02    -1.45758E+01
1777    3.73619E+02    7.83816E+00    5.95316E-02    -1.33744E+01
1778    3.75010E+02    7.73239E+00    6.07631E-02    -1.40344E+01
1779    3.89597E+02    8.00003E+00    6.07163E-02    -1.59855E+01
1780    3.65554E+02    7.88062E+00    5.81220E-02    -1.40044E+01
1781    3.76295E+02    8.21177E+00    5.95268E-02    -1.50643E+01
1782    3.73778E+02    7.94918E+00    6.00078E-02    -1.27582E+01
1783    3.82383E+02    8.05032E+00    6.12330E-02    -1.47821E+01
1784    3.70211E+02    7.85261E+00    5.94387E-02    -1.23937E+01
1785    3.53431E+02    8.13734E+00    5.94337E-02    -1.26408E+01
1786    3.68435E+02    7.97576E+00    5.81139E-02    -1.29678E+01
1787    3.60176E+02    7.59077E+00    5.58091E-02    -1.22590E+01
1788    3.64563E+02    8.12652E+00    6.00795E-02    -1.28381E+01
1789    3.73874E+02    7.60285E+00    5.83720E-02    -1.23970E+01
1790    3.58220E+02    7.85439E+00    6.14585E-02    -1.21851E+01
1791    3.57102E+02    7.84980E+00    5.83944E-02    -1.15825E+01
1792    3.49483E+02    7.81607E+00    5.88454E-02    -1.08407E+01
1793    3.58827E+02    7.97198E+00    5.98562E-02    -1.16490E+01
1794    3.50633E+02    7.90582E+00    5.92550E-02    -9.08963E+00
1795    3.51424E+02    7.69585E+00    5.81944E-02    -1.04037E+01
1796    3.57032E+02    7.26805E+00    5.97256E-02    -8.85344E+00
1797    3.65390E+02    7.80797E+00    5.94302E-02    -1.08963E+01
1798    3.34621E+02    8.32351E+00    5.85638E-02    -9.22571E+00
1799    3.43872E+02    7.79864E+00    5.96577E-02    -9.34667E+00
1800    3.56415E+02    8.23639E+00    5.71782E-02    -9.96665E+00
1801    3.25668E+02    7.81538E+00    5.73474E-02    -9.76269E+00
1802    3.52323E+02    7.72138E+00    5.99171E-02    -9.59966E+00
1803    3.50896E+02    8.16732E+00    5.73418E-02    -9.35506E+00
1804    3.42878E+02    7.93154E+00    5.73467E-02    -9.45331E+00
1805    3.47020E+02    7.95229E+00    5.74448E-02    -8.31271E+00
1806    3.56164E+02    7.84566E+00    5.88527E-02    -8.24131E+00
1807    3.41897E+02    7.99459E+00    5.80859E-02    -8.19984E+00
1808    3.47425E+02    8.07304E+00    5.67302E-02    -8.67105E+00
1809    3.52477E+02    8.05749E+00    5.77193E-02    -8.25161E+00
1810    3.40747E+02    7.82824E+00    5.86946E-02    -8.23682E+00
1811    3.39196E+02    7.78013E+00    5.76117E-02    -7.44905E+00
1812    3.45668E+02    8.11022E+00    5.80630E-02    -8.48577E+00
1813    3.42567E+02    8.03761E+00    5.62165E-02    -7.47690E+00
1814    3.39739E+02    8.16918E+00    5.75293E-02    -7.73026E+00
1815    3.44944E+02    8.47810E+00    5.75620E-02    -8.10579E+00
1816    3.48967E+02    7.77755E+00    5.76560E-02    -5.96170E+00
1817    3.41199E+02    8.19873E+00    5.85647E-02    -7.12674E+00
1818    3.32534E+02    8.07106E+00    5.73303E-02    -6.53443E+00
1819    3.33657E+02    8.25905E+00    5.70483E-02    -6.60624E+00
1820    3.36430E+02    8.20980E+00    5.67231E-02    -7.16817E+00
1821    3.30809E+02    8.31257E+00    5.56635E-02    -7.73343E+00
1822    3.38583E+02    8.50370E+00    5.80544E-02    -6.40342E+00
1823    3.38914E+02    8.30788E+00    5.68787E-02    -7.94124E+00
1824    3.33335E+02    8.31542E+00    5.81423E-02    -5.62154E+00
1825    3.21421E+02    8.46970E+00    5.70360E-02    -6.86603E+00
1826    3.25365E+02    8.51759E+00    5.27587E-02    -5.47047E+00
1827    3.15676E+02    8.59003E+00    5.59281E-02    -6.52090E+00
1828    3.30249E+02    8.90165E+00    5.47541E-02    -6.31692E+00
1829    3.30227E+02    8.26501E+00    5.86718E-02    -4.44717E+00
1830    3.11637E+02    8.64421E+00    5.48085E-02    -5.48833E+00
1831    3.29328E+02    8.44374E+00    5.66135E-02    -5.32900E+00
1832    3.09859E+02    8.67702E+00    5.66385E-02    -5.17742E+00
1833    3.21991E+02    8.83582E+00    5.37723E-02    -3.36259E+00
1834    3.10801E+02    8.96139E+00    5.65598E-02    -5.30829E+00
1835    3.18143E+02    8.83799E+00    5.71956E-02    -3.48432E+00
1836    3.09660E+02    8.67760E+00    5.64968E-02    -5.25533E+00
1837    3.15317E+02    8.97913E+00    5.48775E-02    -4.64649E+00
1838    3.12098E+02    8.94899E+00    5.50386E-02    -5.04520E+00
1839    3.04366E+02    8.97901E+00    5.59994E-02    -5.41415E+00
