# L    TT    EE    BB    TE    PP    TP    EP
232    5.67003E+03    1.27676E+00    1.28383E-05    3.42329E+01    4.84103E-08    1.12380E-04    6.50348E-08
233    5.66236E+03    1.32242E+00    1.28959E-05    3.59296E+01    4.81847E-08    1.11462E-04    7.96869E-08
234    5.65408E+03    1.37005E+00    1.29534E-05    3.76286E+01    4.79608E-08    1.10550E-04    9.43158E-08
235    5.64520E+03    1.41967E+00    1.30106E-05    3.93293E+01    4.77385E-08    1.09645E-04    1.08918E-07
236    5.63571E+03    1.47132E+00    1.30672E-05    4.10309E+01    4.75179E-08    1.08747E-04    1.23489E-07
237    5.62563E+03    1.52500E+00    1.31229E-05    4.27326E+01    4.72989E-08    1.07855E-04    1.38027E-07
238    5.61494E+03    1.58073E+00    1.31775E-05    4.44338E+01    4.70815E-08    1.06970E-04    1.52526E-07
239    5.60367E+03    1.63855E+00    1.32308E-05    4.61337E+01    4.68657E-08    1.06092E-04    1.66984E-07
240    5.59180E+03    1.69847E+00    1.32823E-05    4.78314E+01    4.66514E-08    1.05220E-04    1.81397E-07
241    5.57934E+03    1.76053E+00    1.33320E-05    4.95263E+01    4.64387E-08    1.04355E-04    1.95762E-07
242    5.56631E+03    1.82472E+00    1.33795E-05    5.12177E+01    4.62275E-08    1.03496E-04    2.10074E-07
243    5.55269E+03    1.89108E+00    1.34246E-05    5.29046E+01    4.60178E-08    1.02644E-04    2.24330E-07
244    5.53851E+03    1.95962E+00    1.34670E-05    5.45866E+01    4.58096E-08    1.01798E-04    2.38526E-07
245    5.52376E+03    2.03036E+00    1.35064E-05    5.62628E+01    4.56028E-08    1.00958E-04    2.52659E-07
246    5.50845E+03    2.10331E+00    1.35427E-05    5.79325E+01    4.53975E-08    1.00124E-04    2.66725E-07
247    5.49258E+03    2.17848E+00    1.35755E-05    5.95949E+01    4.51937E-08    9.92968E-05    2.80720E-07
248    5.47618E+03    2.25591E+00    1.36045E-05    6.12494E+01    4.49912E-08    9.84755E-05    2.94641E-07
249    5.45923E+03    2.33558E+00    1.36296E-05    6.28951E+01    4.47902E-08    9.76603E-05    3.08484E-07
250    5.44174E+03    2.41752E+00    1.36504E-05    6.45314E+01    4.45905E-08    9.68511E-05    3.22246E-07
251    5.42372E+03    2.50173E+00    1.36667E-05    6.61573E+01    4.43922E-08    9.60479E-05    3.35923E-07
252    5.40516E+03    2.58822E+00    1.36787E-05    6.77722E+01    4.41952E-08    9.52506E-05    3.49516E-07
253    5.38607E+03    2.67699E+00    1.36863E-05    6.93752E+01    4.39996E-08    9.44591E-05    3.63025E-07
254    5.36647E+03    2.76806E+00    1.36896E-05    7.09655E+01    4.38053E-08    9.36735E-05    3.76451E-07
255    5.34633E+03    2.86141E+00    1.36888E-05    7.25424E+01    4.36123E-08    9.28937E-05    3.89794E-07
256    5.32568E+03    2.95707E+00    1.36839E-05    7.41050E+01    4.34207E-08    9.21195E-05    4.03056E-07
257    5.30452E+03    3.05502E+00    1.36750E-05    7.56528E+01    4.32303E-08    9.13510E-05    4.16236E-07
258    5.28287E+03    3.15527E+00    1.36622E-05    7.71848E+01    4.30412E-08    9.05882E-05    4.29337E-07
259    5.26072E+03    3.25782E+00    1.36456E-05    7.87014E+01    4.28534E-08    8.98310E-05    4.42357E-07
260    5.23812E+03    3.36267E+00    1.36252E-05    8.02004E+01    4.26669E-08    8.90792E-05    4.55299E-07
261    5.21505E+03    3.46981E+00    1.36012E-05    8.16825E+01    4.24816E-08    8.83330E-05    4.68163E-07
262    5.19154E+03    3.57924E+00    1.35736E-05    8.31463E+01    4.22976E-08    8.75922E-05    4.80949E-07
263    5.16759E+03    3.69097E+00    1.35426E-05    8.45917E+01    4.21148E-08    8.68568E-05    4.93657E-07
264    5.14322E+03    3.80498E+00    1.35081E-05    8.60172E+01    4.19332E-08    8.61267E-05    5.06290E-07
265    5.11842E+03    3.92127E+00    1.34704E-05    8.74237E+01    4.17528E-08    8.54019E-05    5.18848E-07
266    5.09321E+03    4.03981E+00    1.34294E-05    8.88089E+01    4.15736E-08    8.46823E-05    5.31330E-07
267    5.06759E+03    4.16059E+00    1.33854E-05    9.01720E+01    4.13957E-08    8.39680E-05    5.43738E-07
268    5.04156E+03    4.28361E+00    1.33382E-05    9.15139E+01    4.12189E-08    8.32588E-05    5.56073E-07
269    5.01514E+03    4.40886E+00    1.32881E-05    9.28322E+01    4.10433E-08    8.25547E-05    5.68335E-07
270    4.98831E+03    4.53631E+00    1.32352E-05    9.41277E+01    4.08688E-08    8.18557E-05    5.80526E-07
271    4.96111E+03    4.66595E+00    1.31794E-05    9.53982E+01    4.06955E-08    8.11616E-05    5.92644E-07
272    4.93353E+03    4.79777E+00    1.31209E-05    9.66445E+01    4.05233E-08    8.04725E-05    6.04692E-07
273    4.90560E+03    4.93174E+00    1.30599E-05    9.78650E+01    4.03523E-08    7.97883E-05    6.16670E-07
274    4.87732E+03    5.06784E+00    1.29963E-05    9.90606E+01    4.01824E-08    7.91090E-05    6.28579E-07
275    4.84868E+03    5.20605E+00    1.29302E-05    1.00229E+02    4.00136E-08    7.84345E-05    6.40419E-07
276    4.81973E+03    5.34636E+00    1.28618E-05    1.01371E+02    3.98459E-08    7.77648E-05    6.52191E-07
277    4.79046E+03    5.48873E+00    1.27912E-05    1.02485E+02    3.96793E-08    7.70998E-05    6.63896E-07
278    4.76087E+03    5.63315E+00    1.27183E-05    1.03570E+02    3.95137E-08    7.64394E-05    6.75534E-07
279    4.73098E+03    5.77958E+00    1.26433E-05    1.04627E+02    3.93493E-08    7.57837E-05    6.87107E-07
280    4.70081E+03    5.92798E+00    1.25664E-05    1.05655E+02    3.91858E-08    7.51326E-05    6.98614E-07
281    4.67036E+03    6.07835E+00    1.24875E-05    1.06654E+02    3.90235E-08    7.44859E-05    7.10057E-07
282    4.63964E+03    6.23063E+00    1.24068E-05    1.07622E+02    3.88621E-08    7.38438E-05    7.21436E-07
283    4.60866E+03    6.38480E+00    1.23243E-05    1.08559E+02    3.87018E-08    7.32061E-05    7.32752E-07
284    4.57743E+03    6.54083E+00    1.22401E-05    1.09465E+02    3.85426E-08    7.25728E-05    7.44005E-07
285    4.54596E+03    6.69868E+00    1.21544E-05    1.10339E+02    3.83843E-08    7.19438E-05    7.55197E-07
286    4.51427E+03    6.85833E+00    1.20672E-05    1.11182E+02    3.82270E-08    7.13191E-05    7.66327E-07
287    4.48236E+03    7.01971E+00    1.19785E-05    1.11992E+02    3.80707E-08    7.06987E-05    7.77397E-07
288    4.45024E+03    7.18281E+00    1.18886E-05    1.12768E+02    3.79154E-08    7.00824E-05    7.88407E-07
289    4.41793E+03    7.34758E+00    1.17974E-05    1.13512E+02    3.77610E-08    6.94703E-05    7.99359E-07
290    4.38543E+03    7.51398E+00    1.17050E-05    1.14222E+02    3.76076E-08    6.88623E-05    8.10252E-07
291    4.35277E+03    7.68199E+00    1.16116E-05    1.14897E+02    3.74551E-08    6.82584E-05    8.21087E-07
292    4.31993E+03    7.85147E+00    1.15172E-05    1.15538E+02    3.73036E-08    6.76585E-05    8.31866E-07
293    4.28694E+03    8.02250E+00    1.14220E-05    1.16145E+02    3.71530E-08    6.70625E-05    8.42588E-07
294    4.25380E+03    8.19500E+00    1.13259E-05    1.16715E+02    3.70033E-08    6.64704E-05    8.53254E-07
295    4.22053E+03    8.36882E+00    1.12291E-05    1.17250E+02    3.68545E-08    6.58822E-05    8.63866E-07
296    4.18713E+03    8.54403E+00    1.11316E-05    1.17749E+02    3.67066E-08    6.52978E-05    8.74423E-07
297    4.15360E+03    8.72049E+00    1.10336E-05    1.18211E+02    3.65596E-08    6.47172E-05    8.84927E-07
298    4.11997E+03    8.89819E+00    1.09352E-05    1.18635E+02    3.64135E-08    6.41403E-05    8.95378E-07
299    4.08625E+03    9.07706E+00    1.08364E-05    1.19023E+02    3.62682E-08    6.35671E-05    9.05777E-07
300    4.05244E+03    9.25702E+00    1.07372E-05    1.19374E+02    3.61237E-08    6.29975E-05    9.16124E-07
301    4.01855E+03    9.43815E+00    1.06379E-05    1.19687E+02    3.59802E-08    6.24315E-05    9.26420E-07
302    3.98460E+03    9.62022E+00    1.05385E-05    1.19962E+02    3.58374E-08    6.18690E-05    9.36660E-07
303    3.95061E+03    9.80331E+00    1.04389E-05    1.20200E+02    3.56955E-08    6.13102E-05    9.46839E-07
304    3.91657E+03    9.98733E+00    1.03393E-05    1.20401E+02    3.55544E-08    6.07550E-05    9.56953E-07
305    3.88252E+03    1.01722E+01    1.02398E-05    1.20563E+02    3.54141E-08    6.02034E-05    9.66998E-07
306    3.84844E+03    1.03580E+01    1.01403E-05    1.20687E+02    3.52746E-08    5.96555E-05    9.76967E-07
307    3.81437E+03    1.05444E+01    1.00409E-05    1.20773E+02    3.51359E-08    5.91111E-05    9.86857E-07
308    3.78030E+03    1.07316E+01    9.94178E-06    1.20821E+02    3.49981E-08    5.85705E-05    9.96662E-07
309    3.74625E+03    1.09194E+01    9.84288E-06    1.20831E+02    3.48610E-08    5.80335E-05    1.00638E-06
310    3.71221E+03    1.11077E+01    9.74429E-06    1.20802E+02    3.47247E-08    5.75001E-05    1.01600E-06
311    3.67822E+03    1.12966E+01    9.64607E-06    1.20734E+02    3.45892E-08    5.69704E-05    1.02552E-06
312    3.64426E+03    1.14859E+01    9.54827E-06    1.20628E+02    3.44545E-08    5.64445E-05    1.03494E-06
313    3.61037E+03    1.16755E+01    9.45095E-06    1.20483E+02    3.43205E-08    5.59222E-05    1.04426E-06
314    3.57654E+03    1.18655E+01    9.35416E-06    1.20300E+02    3.41873E-08    5.54036E-05    1.05345E-06
315    3.54278E+03    1.20556E+01    9.25797E-06    1.20077E+02    3.40549E-08    5.48888E-05    1.06253E-06
316    3.50910E+03    1.22460E+01    9.16243E-06    1.19816E+02    3.39232E-08    5.43777E-05    1.07149E-06
317    3.47553E+03    1.24364E+01    9.06759E-06    1.19516E+02    3.37922E-08    5.38703E-05    1.08032E-06
318    3.44206E+03    1.26269E+01    8.97352E-06    1.19178E+02    3.36620E-08    5.33667E-05    1.08902E-06
319    3.40870E+03    1.28173E+01    8.88027E-06    1.18801E+02    3.35326E-08    5.28668E-05    1.09758E-06
320    3.37547E+03    1.30076E+01    8.78790E-06    1.18387E+02    3.34038E-08    5.23707E-05    1.10599E-06
321    3.34238E+03    1.31978E+01    8.69646E-06    1.17934E+02    3.32758E-08    5.18784E-05    1.11427E-06
322    3.30942E+03    1.33877E+01    8.60601E-06    1.17442E+02    3.31485E-08    5.13899E-05    1.12239E-06
323    3.27663E+03    1.35772E+01    8.51661E-06    1.16913E+02    3.30219E-08    5.09051E-05    1.13035E-06
324    3.24399E+03    1.37664E+01    8.42832E-06    1.16346E+02    3.28961E-08    5.04242E-05    1.13815E-06
325    3.21153E+03    1.39551E+01    8.34118E-06    1.15742E+02    3.27709E-08    4.99471E-05    1.14579E-06
326    3.17925E+03    1.41433E+01    8.25527E-06    1.15100E+02    3.26464E-08    4.94739E-05    1.15325E-06
327    3.14716E+03    1.43309E+01    8.17063E-06    1.14420E+02    3.25226E-08    4.90044E-05    1.16054E-06
328    3.11527E+03    1.45177E+01    8.08732E-06    1.13703E+02    3.23995E-08    4.85389E-05    1.16765E-06
329    3.08358E+03    1.47038E+01    8.00540E-06    1.12951E+02    3.22770E-08    4.80772E-05    1.17457E-06
330    3.05212E+03    1.48891E+01    7.92493E-06    1.12161E+02    3.21553E-08    4.76193E-05    1.18131E-06
331    3.02088E+03    1.50735E+01    7.84596E-06    1.11336E+02    3.20342E-08    4.71654E-05    1.18784E-06
332    2.98987E+03    1.52569E+01    7.76855E-06    1.10473E+02    3.19137E-08    4.67153E-05    1.19418E-06
333    2.95910E+03    1.54392E+01    7.69275E-06    1.09576E+02    3.17939E-08    4.62691E-05    1.20032E-06
334    2.92859E+03    1.56205E+01    7.61863E-06    1.08644E+02    3.16748E-08    4.58269E-05    1.20624E-06
335    2.89833E+03    1.58004E+01    7.54624E-06    1.07676E+02    3.15563E-08    4.53886E-05    1.21196E-06
336    2.86835E+03    1.59792E+01    7.47564E-06    1.06674E+02    3.14384E-08    4.49541E-05    1.21745E-06
337    2.83863E+03    1.61566E+01    7.40688E-06    1.05638E+02    3.13211E-08    4.45237E-05    1.22272E-06
338    2.80920E+03    1.63326E+01    7.34002E-06    1.04569E+02    3.12045E-08    4.40972E-05    1.22776E-06
339    2.78006E+03    1.65071E+01    7.27512E-06    1.03467E+02    3.10885E-08    4.36746E-05    1.23257E-06
340    2.75123E+03    1.66802E+01    7.21223E-06    1.02332E+02    3.09731E-08    4.32561E-05    1.23714E-06
341    2.72269E+03    1.68515E+01    7.15141E-06    1.01165E+02    3.08583E-08    4.28415E-05    1.24146E-06
342    2.69447E+03    1.70211E+01    7.09273E-06    9.99653E+01    3.07442E-08    4.24309E-05    1.24554E-06
343    2.66657E+03    1.71890E+01    7.03622E-06    9.87346E+01    3.06306E-08    4.20243E-05    1.24937E-06
344    2.63898E+03    1.73549E+01    6.98196E-06    9.74723E+01    3.05175E-08    4.16217E-05    1.25294E-06
345    2.61171E+03    1.75189E+01    6.93000E-06    9.61790E+01    3.04051E-08    4.12231E-05    1.25625E-06
346    2.58478E+03    1.76809E+01    6.88039E-06    9.48547E+01    3.02933E-08    4.08286E-05    1.25929E-06
347    2.55818E+03    1.78407E+01    6.83320E-06    9.35003E+01    3.01820E-08    4.04381E-05    1.26206E-06
348    2.53192E+03    1.79982E+01    6.78847E-06    9.21157E+01    3.00713E-08    4.00517E-05    1.26455E-06
349    2.50601E+03    1.81536E+01    6.74628E-06    9.07031E+01    2.99611E-08    3.96693E-05    1.26677E-06
350    2.48045E+03    1.83067E+01    6.70666E-06    8.92619E+01    2.98515E-08    3.92910E-05    1.26869E-06
351    2.45527E+03    1.84575E+01    6.66966E-06    8.77934E+01    2.97425E-08    3.89168E-05    1.27033E-06
352    2.43046E+03    1.86059E+01    6.63523E-06    8.62986E+01    2.96340E-08    3.85466E-05    1.27170E-06
353    2.40602E+03    1.87518E+01    6.60329E-06    8.47774E+01    2.95260E-08    3.81802E-05    1.27280E-06
354    2.38197E+03    1.88953E+01    6.57377E-06    8.32320E+01    2.94186E-08    3.78176E-05    1.27366E-06
355    2.35832E+03    1.90362E+01    6.54659E-06    8.16617E+01    2.93117E-08    3.74587E-05    1.27428E-06
356    2.33505E+03    1.91744E+01    6.52168E-06    8.00673E+01    2.92053E-08    3.71033E-05    1.27470E-06
357    2.31219E+03    1.93100E+01    6.49897E-06    7.84495E+01    2.90995E-08    3.67515E-05    1.27491E-06
358    2.28973E+03    1.94429E+01    6.47838E-06    7.68091E+01    2.89942E-08    3.64029E-05    1.27494E-06
359    2.26767E+03    1.95728E+01    6.45983E-06    7.51461E+01    2.88894E-08    3.60576E-05    1.27480E-06
360    2.24601E+03    1.96999E+01    6.44326E-06    7.34620E+01    2.87852E-08    3.57155E-05    1.27451E-06
361    2.22477E+03    1.98240E+01    6.42859E-06    7.17557E+01    2.86814E-08    3.53765E-05    1.27407E-06
362    2.20394E+03    1.99450E+01    6.41575E-06    7.00291E+01    2.85782E-08    3.50403E-05    1.27352E-06
363    2.18354E+03    2.00629E+01    6.40465E-06    6.82829E+01    2.84754E-08    3.47071E-05    1.27285E-06
364    2.16355E+03    2.01777E+01    6.39524E-06    6.65177E+01    2.83732E-08    3.43765E-05    1.27209E-06
365    2.14399E+03    2.02894E+01    6.38742E-06    6.47343E+01    2.82715E-08    3.40486E-05    1.27125E-06
366    2.12485E+03    2.03977E+01    6.38114E-06    6.29336E+01    2.81702E-08    3.37233E-05    1.27035E-06
367    2.10615E+03    2.05028E+01    6.37631E-06    6.11163E+01    2.80695E-08    3.34003E-05    1.26940E-06
368    2.08789E+03    2.06045E+01    6.37286E-06    5.92832E+01    2.79693E-08    3.30797E-05    1.26842E-06
369    2.07005E+03    2.07029E+01    6.37072E-06    5.74351E+01    2.78695E-08    3.27614E-05    1.26742E-06
370    2.05266E+03    2.07978E+01    6.36981E-06    5.55728E+01    2.77703E-08    3.24451E-05    1.26642E-06
371    2.03571E+03    2.08893E+01    6.37007E-06    5.36970E+01    2.76715E-08    3.21309E-05    1.26543E-06
372    2.01920E+03    2.09772E+01    6.37140E-06    5.18085E+01    2.75732E-08    3.18185E-05    1.26447E-06
373    2.00313E+03    2.10616E+01    6.37375E-06    4.99081E+01    2.74754E-08    3.15080E-05    1.26355E-06
374    1.98751E+03    2.11424E+01    6.37704E-06    4.79967E+01    2.73780E-08    3.11992E-05    1.26269E-06
375    1.97233E+03    2.12196E+01    6.38118E-06    4.60748E+01    2.72811E-08    3.08921E-05    1.26191E-06
376    1.95759E+03    2.12932E+01    6.38612E-06    4.41433E+01    2.71847E-08    3.05864E-05    1.26121E-06
377    1.94331E+03    2.13630E+01    6.39177E-06    4.22030E+01    2.70888E-08    3.02821E-05    1.26061E-06
378    1.92947E+03    2.14290E+01    6.39807E-06    4.02546E+01    2.69933E-08    2.99791E-05    1.26014E-06
379    1.91608E+03    2.14912E+01    6.40492E-06    3.82989E+01    2.68983E-08    2.96773E-05    1.25980E-06
380    1.90314E+03    2.15495E+01    6.41228E-06    3.63366E+01    2.68037E-08    2.93766E-05    1.25960E-06
381    1.89065E+03    2.16040E+01    6.42005E-06    3.43685E+01    2.67096E-08    2.90768E-05    1.25957E-06
382    1.87861E+03    2.16544E+01    6.42816E-06    3.23954E+01    2.66159E-08    2.87780E-05    1.25973E-06
383    1.86703E+03    2.17010E+01    6.43655E-06    3.04181E+01    2.65227E-08    2.84799E-05    1.26007E-06
384    1.85589E+03    2.17436E+01    6.44513E-06    2.84375E+01    2.64299E-08    2.81826E-05    1.26063E-06
385    1.84519E+03    2.17821E+01    6.45384E-06    2.64544E+01    2.63375E-08    2.78858E-05    1.26141E-06
386    1.83495E+03    2.18168E+01    6.46259E-06    2.44697E+01    2.62456E-08    2.75894E-05    1.26243E-06
387    1.82516E+03    2.18475E+01    6.47132E-06    2.24842E+01    2.61541E-08    2.72935E-05    1.26370E-06
388    1.81581E+03    2.18742E+01    6.47995E-06    2.04988E+01    2.60631E-08    2.69978E-05    1.26525E-06
389    1.80690E+03    2.18970E+01    6.48841E-06    1.85144E+01    2.59725E-08    2.67022E-05    1.26708E-06
390    1.79844E+03    2.19157E+01    6.49661E-06    1.65317E+01    2.58822E-08    2.64067E-05    1.26921E-06
391    1.79042E+03    2.19305E+01    6.50450E-06    1.45517E+01    2.57925E-08    2.61112E-05    1.27166E-06
392    1.78283E+03    2.19412E+01    6.51199E-06    1.25750E+01    2.57031E-08    2.58155E-05    1.27444E-06
393    1.77568E+03    2.19479E+01    6.51901E-06    1.06025E+01    2.56141E-08    2.55196E-05    1.27757E-06
394    1.76897E+03    2.19505E+01    6.52549E-06    8.63501E+00    2.55256E-08    2.52234E-05    1.28105E-06
395    1.76268E+03    2.19490E+01    6.53135E-06    6.67331E+00    2.54374E-08    2.49266E-05    1.28492E-06
396    1.75682E+03    2.19436E+01    6.53652E-06    4.71820E+00    2.53497E-08    2.46293E-05    1.28917E-06
397    1.75138E+03    2.19339E+01    6.54092E-06    2.77049E+00    2.52624E-08    2.43314E-05    1.29383E-06
398    1.74637E+03    2.19203E+01    6.54448E-06    8.30946E-01    2.51754E-08    2.40327E-05    1.29891E-06
399    1.74178E+03    2.19024E+01    6.54713E-06    -1.09964E+00    2.50889E-08    2.37331E-05    1.30443E-06
400    1.73761E+03    2.18806E+01    6.54879E-06    -3.02048E+00    2.50027E-08    2.34325E-05    1.31041E-06
401    1.73387E+03    2.18547E+01    6.54940E-06    -4.93080E+00    2.49169E-08    2.31309E-05    1.31684E-06
402    1.73053E+03    2.18247E+01    6.54896E-06    -6.82983E+00    2.48316E-08    2.28284E-05    1.32371E-06
403    1.72761E+03    2.17907E+01    6.54749E-06    -8.71682E+00    2.47466E-08    2.25250E-05    1.33100E-06
404    1.72510E+03    2.17527E+01    6.54499E-06    -1.05910E+01    2.46619E-08    2.22208E-05    1.33868E-06
405    1.72299E+03    2.17106E+01    6.54148E-06    -1.24516E+01    2.45777E-08    2.19161E-05    1.34672E-06
406    1.72128E+03    2.16647E+01    6.53698E-06    -1.42979E+01    2.44938E-08    2.16109E-05    1.35509E-06
407    1.71996E+03    2.16147E+01    6.53148E-06    -1.61291E+01    2.44104E-08    2.13053E-05    1.36378E-06
408    1.71903E+03    2.15607E+01    6.52502E-06    -1.79444E+01    2.43272E-08    2.09995E-05    1.37275E-06
409    1.71848E+03    2.15029E+01    6.51759E-06    -1.97431E+01    2.42445E-08    2.06935E-05    1.38197E-06
410    1.71832E+03    2.14412E+01    6.50922E-06    -2.15244E+01    2.41622E-08    2.03875E-05    1.39143E-06
